"","asset_ID","longitude","latitude","size_factor","valueBysize1","valueBysize2","MT1","CS2","PS3","SC4","AC5","PK6","OL7","SW8","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
"x1445",85237,127.4454,37.9651,"1",2.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0
"x1446",83435,127.4424,37.9656,"4",1.78,1.39,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0
"x1447",83871,127.5604,37.8969,"1",8.1,8.1,0,0,0,0,0,1,0,0,0,0,0,0,0,21,4,0,0,0
"x1448",150568,127.4332,37.8958,"1",0.905,0.905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"x1449",150571,127.4332,37.8958,"1",0.905,0.905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"x1450",150567,127.4322,37.8965,"1",0.905,0.905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"x1451",150570,127.4323,37.8965,"1",0.905,0.905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"x1452",150569,127.432,37.8963,"1",8.925,8.925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"x1453",85405,127.5454,37.8913,"1",0.882,0.882,1,1,0,0,0,2,1,0,0,0,4,4,6,21,29,0,0,1
"x1454",118956,127.5463,37.891,"4",2.21,2.21,1,1,0,0,0,2,1,0,0,0,4,4,6,21,29,0,0,1
"x1455",85406,127.5455,37.8913,"1",0.407,0.407,1,1,0,0,0,2,1,0,0,0,4,4,6,21,29,0,0,1
"x1456",85407,127.5458,37.891,"3",0.75,0.75,1,1,0,0,0,2,1,0,0,0,4,4,6,21,29,0,0,1
"x1457",85408,127.5461,37.8907,"2",0.462,0.462,1,1,0,0,0,2,1,0,0,0,4,4,6,20,29,0,0,1
"x1458",85409,127.546,37.8907,"1",0.477,0.477,1,1,0,0,0,2,1,0,0,0,4,4,6,20,29,0,0,1
"x1459",118942,127.5353,37.8758,"2",2.13,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0
"x1460",118943,127.5357,37.8758,"1",1.76,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0
"x1461",83553,127.5169,37.9734,"2",1.38,1.24,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0
"x1462",85245,127.4426,37.9646,"1",0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0
"x1463",85246,127.4424,37.9648,"1",0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0
"x1464",85247,127.4339,37.9652,"1",0.625,0.625,0,0,0,0,0,1,0,0,0,0,0,0,3,12,1,0,0,0
"x1465",85248,127.4305,37.9685,"1",0.625,0.625,0,0,0,0,0,1,0,0,0,0,0,0,2,15,2,0,0,0
"x1466",85249,127.4301,37.9687,"3",0.625,0.625,0,0,0,0,0,1,0,0,0,0,0,0,3,15,2,0,0,0
"x1467",85250,127.4237,37.9689,"1",0.535054945054945,0.535054945054945,0,0,0,0,0,1,0,0,0,0,0,0,3,18,3,0,0,0
"x1468",87083,127.5172,37.817,"1",7.88,7.88,2,7,6,1,0,7,2,1,1,0,14,4,3,26,85,13,4,2
"x1469",92893,127.5175,37.817,"1",10.4,10.4,2,7,6,1,0,7,2,1,1,0,14,4,3,27,85,13,3,2
"x1470",180332,127.495,37.8379,"3",6.95345489443378,6.95345489443378,0,0,1,0,0,2,0,0,0,0,1,0,3,13,11,0,0,0
"x1471",150607,127.4408,37.8947,"1",6.585,6.585,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0
"x1472",150560,127.4407,37.8946,"1",6.665,6.665,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0
"x1473",151936,127.441,37.8948,"1",6.4,6.4,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0
"x1474",145195,127.4403,37.8944,"1",1.13333098591549,1.13333098591549,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0
"x1475",150608,127.4381,37.8936,"3",6.47,6.47,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"x1476",150609,127.4334,37.8958,"1",6.275,6.275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"x1477",150561,127.4334,37.8958,"1",6.36,6.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"x1478",150610,127.4338,37.8958,"1",6.275,6.275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"x1479",150562,127.4339,37.8958,"1",6.36,6.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"x1480",150564,127.4322,37.8961,"4",0.905,0.905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"x1481",150565,127.4327,37.8959,"1",0.905,0.905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"x1482",150566,127.4329,37.8959,"1",0.905,0.724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"x1483",86690,127.4091,37.7287,"1",7.02,7.02,1,3,4,1,2,0,1,0,0,0,8,0,5,7,55,4,1,0
"x1484",154236,127.4948,37.802,"4",2.22499973924381,2.22499973924381,0,0,1,1,1,0,1,0,0,0,0,0,3,1,5,1,0,0
"x1485",144962,127.3765,37.8078,"4",6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,2,0
"x1486",154049,127.3719,37.8082,"4",1.475,1.51268268156425,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0
"x1487",144959,127.375,37.8073,"1",6.65,6.65,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,0
"x1488",144960,127.375,37.8074,"1",6.65,6.65,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,0
"x1489",159098,127.3658,37.8108,"4",3,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,2,0
"x1490",159097,127.3656,37.8106,"1",3,3,0,0,1,0,0,0,1,0,0,0,0,1,1,1,4,0,2,0
"x1491",144989,127.3687,37.8097,"1",6.1,6.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0
"x1492",154213,127.3693,37.8095,"1",6.32,6.32,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0
"x1493",144988,127.3698,37.8093,"1",6.1,6.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,2,0
"x1494",144985,127.369,37.8096,"1",7.3,7.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0
"x1495",144987,127.3688,37.8096,"2",6.1,6.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0
"x1496",154214,127.3692,37.8094,"3",6.32,6.32,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0
"x1497",144986,127.3696,37.8093,"2",6.1,6.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,2,0
"x1498",144984,127.3685,37.8096,"3",7.3,7.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0
"x1499",144982,127.3688,37.8095,"1",7.3,7.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0
"x1500",144983,127.3691,37.8093,"1",6.1,6.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,2,0
"x1501",144981,127.3688,37.8095,"3",6.1,6.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0
"x1502",145018,127.3661,37.8107,"1",7.6,7.6,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,2,0
"x1503",154235,127.4948,37.8018,"3",2.22499853157122,2.22499853157122,0,0,1,1,1,0,1,0,0,0,0,0,3,1,5,1,0,0
"x1504",158296,127.5009,37.8061,"4",0.182,0.173,0,0,0,0,0,0,2,0,0,0,1,0,2,1,2,0,0,0
"x1505",83522,127.4686,37.9971,"4",0.125,0.0892,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x1506",85360,127.4428,38.0289,"4",0.0571024512884978,0.0571024512884978,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"x1507",83533,127.444,37.9827,"2",0.0561,0.159,0,0,0,0,0,0,0,0,0,0,0,0,2,29,2,1,0,0
"x1508",83534,127.4454,37.982,"2",0.0561,0.159,0,0,0,0,0,0,0,0,0,0,0,0,3,28,1,1,0,0
"x1509",83458,127.4591,37.9904,"4",0.208,1.17,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
"x1510",83459,127.4573,37.9916,"4",0.208,1.17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"x1511",83460,127.4564,37.9924,"3",0.208,1.17,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
"x1512",83352,127.4963,37.8024,"4",0.147,0.142,0,0,0,0,1,0,1,0,0,0,0,0,3,1,5,1,0,0
"x1513",83742,127.4834,37.8062,"1",2.54,2.54,0,1,1,1,1,1,2,0,1,0,0,0,10,7,11,1,0,0
"x1514",83743,127.4831,37.806,"2",0.948097982708934,0.948097982708934,0,1,1,1,1,1,3,0,1,0,0,0,10,7,11,1,0,0
"x1515",85724,127.5347,37.6022,"1",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,3,5,2,0,0,0
"x1516",85725,127.5339,37.6029,"1",0.105,0.105,0,0,0,0,0,1,0,0,0,0,0,0,3,5,3,0,0,0
"x1517",85726,127.5336,37.6032,"4",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,3,5,3,0,0,0
"x1518",85728,127.5328,37.6035,"1",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,3,5,3,0,0,0
"x1519",85730,127.5326,37.6035,"1",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,3,5,3,0,0,0
"x1520",83552,127.5416,37.8878,"4",0.154,0.138,1,2,0,0,0,2,1,0,1,0,4,4,6,17,29,0,0,1
"x1521",83936,127.5413,37.8861,"2",5.305,5.305,1,2,2,2,0,2,1,0,1,1,4,4,6,20,28,0,0,1
"x1522",83937,127.5414,37.8859,"4",5.405,5.405,1,2,2,2,0,2,1,0,1,1,4,4,6,21,28,0,0,1
"x1523",83934,127.5433,37.886,"1",2.485,2.485,1,2,2,2,0,2,1,0,1,1,4,4,6,21,28,0,0,1
"x1524",83935,127.5429,37.8855,"1",2.485,2.485,1,2,2,2,0,2,1,0,1,1,4,4,6,21,28,0,0,1
"x1525",83933,127.5424,37.8858,"1",2.6,2.6,1,2,2,2,0,2,1,0,1,1,4,4,6,21,28,0,0,1
"x1526",83932,127.5428,37.8857,"4",2.6,2.6,1,2,2,2,0,2,1,0,1,1,4,4,6,21,28,0,0,1
"x1527",118951,127.5478,37.8823,"1",1.98,1.98,1,2,2,2,0,2,1,0,1,1,4,4,4,19,28,0,0,1
"x1528",83423,127.5483,37.8816,"3",6.98176978417266,6.10371223021583,1,2,2,2,0,2,1,0,1,1,4,4,4,18,28,0,0,1
"x1529",90113,127.5481,37.8819,"1",5.08,5.08,1,2,2,2,0,2,1,0,1,1,4,4,4,19,28,0,0,1
"x1530",176079,127.5484,37.8817,"2",6.44,5.08,1,2,2,2,0,2,1,0,1,1,4,4,4,18,28,0,0,1
"x1531",85723,127.5344,37.6026,"1",1.04762845849802,1.04762845849802,0,0,0,0,0,1,0,0,0,0,0,0,3,5,2,0,0,0
"x1532",83741,127.4827,37.8059,"3",1.84785714285714,1.84785714285714,0,1,1,1,1,1,3,0,1,0,0,0,10,8,11,1,0,0
"x1533",83740,127.4823,37.8059,"1",0.5,0.5,0,1,1,1,1,1,3,0,1,0,0,0,9,8,12,1,0,0
"x1534",83739,127.4821,37.806,"1",0.5,0.5,0,1,1,1,1,1,3,0,1,0,0,0,9,8,12,1,0,0
"x1535",83926,127.4788,37.8063,"2",3.14571428571429,3.14571428571429,0,1,1,1,1,1,2,0,1,0,0,0,5,10,12,1,0,0
"x1536",148510,127.4123,37.9686,"1",8.9,8.9,0,0,0,0,0,2,0,0,0,0,0,0,5,13,4,0,0,0
"x1537",83916,127.5074,37.8401,"1",5.85,5.85,0,7,5,0,4,9,1,0,1,0,8,3,4,10,86,2,3,3
"x1538",83550,127.5095,37.9046,"4",0.181,0.171,0,1,0,0,0,0,0,0,1,0,0,0,7,36,1,0,0,0
"x1539",83551,127.5394,37.8881,"4",0.18,0.17,1,1,0,0,0,2,1,0,0,0,4,4,6,18,25,0,0,1
"x1540",85719,127.5357,37.6006,"1",1.5,1.5,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,0,0,0
"x1541",85720,127.5352,37.6012,"1",0.95,0.95,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,0,0,0
"x1542",85721,127.5347,37.602,"3",0.95,0.95,0,0,0,0,0,1,0,0,0,0,0,0,3,5,2,0,0,0
"x1543",83376,127.4902,37.9281,"4",0.0582,0.0562,0,0,0,0,0,1,0,0,0,1,0,0,5,10,4,0,0,0
"x1544",83377,127.4903,37.9278,"4",0.0587,0.167,0,0,0,0,0,2,0,0,0,1,0,0,6,10,4,0,0,0
"x1545",85262,127.4225,37.9685,"1",0.305,0.305,0,0,0,0,0,1,0,0,0,0,0,0,3,22,4,0,0,0
"x1546",85263,127.4223,37.9685,"1",0.975,0.975,0,0,0,0,0,1,0,0,0,0,0,0,3,22,6,0,0,0
"x1547",149897,127.422,37.9684,"1",0.925,1.65526333333333,0,0,0,0,0,1,0,0,0,0,0,0,3,22,6,0,0,0
"x1548",177678,127.4222,37.9684,"1",1.69,1.69,0,0,0,0,0,1,0,0,0,0,0,0,3,22,6,0,0,0
"x1549",87091,127.5177,37.817,"1",8.53,8.53,2,7,6,1,0,7,2,1,1,0,14,4,3,28,84,13,3,2
"x1550",87092,127.5178,37.8169,"2",8.53,8.53,2,7,6,1,0,6,2,1,1,0,14,4,3,28,84,13,3,2
"x1551",87156,127.518,37.8171,"1",9.57,9.57,2,7,6,1,0,7,2,1,1,0,14,4,3,28,85,13,3,2
"x1552",190569,127.5177,37.8169,"1",9.57,9.57,2,7,6,1,0,7,2,1,1,0,14,4,3,28,84,13,3,2
"x1553",83351,127.5013,37.8067,"4",0.173,0.178068700673392,0,0,0,0,0,0,2,0,0,0,1,0,2,1,4,0,0,0
"x1554",83549,127.5412,37.8917,"4",0.148,0.148,0,1,0,0,0,2,0,0,0,0,3,1,5,17,26,0,0,1
"x1555",180333,127.4956,37.8377,"3",8.29443535188216,8.29443535188216,0,0,2,0,0,3,0,0,0,0,1,0,4,9,12,0,0,0
"x1556",174449,127.4954,37.8321,"3",0.161604938271605,6.31757201646091,0,0,1,0,0,0,0,0,0,0,1,0,9,7,11,0,0,0
"x1557",85796,127.5236,37.6098,"1",0.39,0.39,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0
"x1558",85799,127.5237,37.6077,"1",0.345,0.345,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0
"x1559",86689,127.409,37.7291,"1",8.27,8.27,1,3,4,1,2,0,1,0,0,0,9,0,5,8,56,4,1,0
"x1560",83848,127.4615,37.7741,"3",1.11,1.11,0,1,3,1,3,0,3,1,0,0,5,0,9,13,21,4,1,1
"x1561",148325,127.4619,37.7742,"3",3.19517833553501,3.19517833553501,0,1,3,1,3,0,3,1,0,0,5,0,9,14,21,4,1,1
"x1562",83849,127.4622,37.7743,"1",1.08,1.08,0,1,3,1,3,0,3,1,0,0,5,0,10,14,21,4,1,1
"x1563",148356,127.4382,37.7586,"1",4.5,4.5,0,0,0,0,0,0,4,0,0,0,0,0,8,2,5,2,0,0
"x1564",183251,127.4351,37.7433,"2",17.3,17.3,0,1,0,0,0,1,1,0,0,0,2,0,2,4,16,3,1,0
"x1565",183225,127.4355,37.7428,"3",12.4053091397849,22.9926384408602,0,1,0,0,0,1,0,0,0,0,2,0,2,4,16,2,1,0
"x1566",183224,127.4358,37.7425,"2",8.65,8.65,0,1,0,0,0,1,0,0,0,0,2,0,2,4,16,2,1,0
"x1567",87089,127.5176,37.817,"1",8.01,8.01,2,7,6,1,0,7,2,1,1,0,14,4,3,27,85,13,3,2
"x1568",85254,127.4234,37.9687,"1",0.575023255813954,0.575023255813954,0,0,0,0,0,1,0,0,0,0,0,0,3,18,3,0,0,0
"x1569",85256,127.4233,37.9687,"1",0.575,0.575,0,0,0,0,0,1,0,0,0,0,0,0,3,20,3,0,0,0
"x1570",85257,127.4233,37.9688,"1",0.575,0.575,0,0,0,0,0,1,0,0,0,0,0,0,3,20,3,0,0,0
"x1571",85258,127.4228,37.9686,"2",0.975,0.975,0,0,0,0,0,1,0,0,0,0,0,0,3,22,4,0,0,0
"x1572",85259,127.423,37.9687,"1",2.25,2.25,0,0,0,0,0,1,0,0,0,0,0,0,3,21,3,0,0,0
"x1573",85260,127.4224,37.9686,"1",2.25,2.25,0,0,0,0,0,1,0,0,0,0,0,0,3,22,4,0,0,0
"x1574",119094,127.5212,37.6129,"3",0.699,0.699,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0
"x1575",86974,127.5211,37.6128,"1",0.425,0.425,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0
"x1576",85798,127.5238,37.6084,"3",0.315,0.315,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0
"x1577",188646,127.4944,37.832,"4",1.55,1.55,0,0,1,0,0,0,0,0,0,0,1,0,9,8,10,0,0,0
"x1578",83294,127.4899,37.8345,"4",0.0857,0.0764,0,0,0,0,0,0,0,0,0,0,1,0,4,15,10,0,0,0
"x1579",180331,127.4946,37.8382,"3",4.77530224525043,4.77530224525043,0,1,0,0,0,2,0,0,0,0,1,0,3,13,8,0,0,0
"x1580",183232,127.4362,37.7419,"1",19.033,19.033,0,1,0,0,0,0,0,0,0,0,2,0,1,4,16,2,1,0
"x1581",183095,127.435,37.7436,"1",9.51647619047619,19.0329523809524,0,1,0,0,0,1,1,0,0,0,2,0,2,4,16,3,1,0
"x1582",187120,127.4344,37.7448,"1",26.866,27.5061262135922,0,1,0,0,0,1,2,0,0,0,2,0,3,5,19,3,1,0
"x1583",83520,127.437,38.0011,"4",0.17,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x1584",83521,127.4375,38.0024,"4",0.0998,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x1585",83441,127.4683,37.9972,"3",0.103,0.389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x1586",83442,127.4686,37.9971,"3",0.0872,0.354,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x1587",180330,127.4944,37.8381,"1",9.6,9.6,0,1,0,0,0,2,0,0,0,0,1,0,2,13,8,0,0,0
"x1588",83911,127.5088,37.8401,"1",9.385,9.385,0,7,5,0,4,8,1,0,1,0,8,3,4,11,88,2,3,3
"x1589",83914,127.5093,37.84,"2",2.96,2.96,0,7,5,0,4,8,1,0,1,0,9,3,4,10,89,2,3,3
"x1590",119413,127.3434,37.9068,"2",0.124,0.124,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x1591",119414,127.3556,37.8838,"2",0.124,0.124,0,0,0,0,0,1,0,0,0,0,0,0,2,10,2,0,1,0
"x1592",83375,127.4892,37.9214,"4",0.0975,0.0974,0,0,0,0,0,1,0,0,0,0,0,0,6,8,2,0,0,0
"x1593",83928,127.4773,37.807,"4",2.48293562439497,2.48293562439497,0,0,1,1,1,1,0,0,0,0,0,0,5,14,12,0,0,0
"x1594",155366,127.4774,37.8065,"1",13.95,13.95,0,0,1,1,1,1,1,0,0,0,0,0,5,11,12,1,0,0
"x1595",154109,127.4775,37.8064,"1",13.95,13.95,0,0,1,1,1,1,1,0,0,0,0,0,5,10,12,1,0,0
"x1596",118852,127.4771,37.8074,"1",2.07,2.07,0,0,1,1,1,1,0,0,0,0,0,0,6,14,10,0,0,0
"x1597",83919,127.5074,37.8401,"2",0.992735426008969,0.992735426008969,0,7,5,0,4,9,1,0,1,0,8,3,4,10,86,2,3,3
"x1598",83915,127.5074,37.8401,"1",2.57902654867257,2.57902654867257,0,7,5,0,4,9,1,0,1,0,8,3,4,10,86,2,3,3
"x1599",83922,127.507,37.8402,"1",5.85,5.85,0,7,5,0,3,9,1,0,1,0,8,3,4,11,84,2,3,3
"x1600",83374,127.4998,37.9334,"4",0.0927,0.0925,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0
"x1601",83874,127.5544,37.896,"4",0.63,0.63,0,0,0,0,0,2,0,0,0,0,1,0,0,13,6,0,0,0
"x1602",189596,127.4311,37.7457,"3",13.4480874704492,26.8961749408983,0,1,0,1,0,4,2,0,0,0,6,3,4,4,25,6,1,0
"x1603",145331,127.4274,37.7475,"3",3.535,3.535,0,1,0,1,0,4,2,0,0,1,6,3,2,5,23,5,1,0
"x1604",145332,127.4273,37.7474,"4",1.06,1.06,0,1,0,1,0,4,1,0,0,1,6,3,2,5,23,5,1,0
"x1605",158480,127.4251,37.748,"3",2.57,2.57,0,1,0,1,0,4,1,0,0,1,7,3,3,9,19,6,1,0
"x1606",158479,127.4245,37.7482,"3",2.57,2.57,0,1,0,1,0,4,1,0,0,1,6,3,3,9,19,6,1,0
"x1607",158478,127.4241,37.7483,"1",2.57,2.57,0,1,0,1,0,4,1,0,0,1,6,3,3,9,19,6,1,0
"x1608",145001,127.3589,37.8095,"4",4.4,8.8,0,2,3,0,0,0,2,0,1,1,5,2,2,3,25,0,0,0
"x1609",144158,127.359,37.8098,"1",4.4,4.4,0,2,3,0,0,0,2,0,1,1,5,3,1,3,25,0,0,0
"x1610",83872,127.5567,37.8962,"3",0.63,0.63,0,0,0,0,0,1,0,0,0,0,0,0,0,13,4,0,0,0
"x1611",118864,127.555,37.8966,"4",1.27,1.27,0,0,0,0,0,1,0,0,0,0,0,0,0,13,5,0,0,0
"x1612",83875,127.5531,37.8963,"1",0.63,0.63,0,0,0,0,0,2,0,0,0,0,1,0,0,13,7,0,0,0
"x1613",83878,127.5522,37.8955,"1",1.68142487046632,1.68142487046632,0,0,0,0,0,3,0,0,0,0,1,0,0,13,19,0,0,0
"x1614",83873,127.5552,37.8959,"3",0.754389438943894,0.754389438943894,0,0,0,0,0,1,0,0,0,0,1,0,0,13,6,0,0,0
"x1615",83876,127.5529,37.8961,"2",2.505,2.505,0,0,0,0,0,3,0,0,0,0,1,0,0,12,8,0,0,0
"x1616",83877,127.5522,37.8955,"1",2.505,2.505,0,0,0,0,0,3,0,0,0,0,1,0,0,13,19,0,0,0
"x1617",83892,127.5276,37.8762,"1",1.91941780821918,1.91941780821918,0,0,0,0,0,0,1,0,0,0,0,0,1,14,5,0,0,0
"x1618",83893,127.5275,37.876,"3",1.11936102236422,1.11936102236422,0,0,0,0,0,0,1,0,0,0,0,0,1,14,5,0,0,0
"x1619",83701,127.3751,37.7332,"4",0.262,0.357,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"x1620",83703,127.3668,37.7086,"4",0.317,0.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x1621",87018,127.3453,37.8999,"1",0.675,0.675,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"x1622",87037,127.3454,37.9005,"2",3.21490828402367,3.21490828402367,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"x1623",87020,127.3451,37.9023,"1",1.63928571428571,1.63928571428571,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"x1624",161383,127.3917,37.9216,"1",0.815,0.815,0,0,0,0,1,0,0,0,0,0,0,0,8,3,1,0,0,0
"x1625",86844,127.4388,37.719,"1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,1,0,0
"x1626",86841,127.4643,37.7247,"1",0.725,0.725,0,0,0,0,0,0,0,0,0,0,0,0,4,21,5,0,0,0
"x1627",86829,127.4417,37.718,"1",0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,2,0,0
"x1628",86831,127.442,37.7178,"1",0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,2,0,0
"x1629",86832,127.4429,37.7173,"1",0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,2,0,0
"x1630",86835,127.4406,37.7184,"3",0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,2,0,0
"x1631",147754,127.4368,37.7528,"1",4.65,4.65,0,1,0,0,0,0,2,0,0,0,2,0,6,1,12,1,0,0
"x1632",147755,127.4367,37.7527,"1",4.82773109243697,4.82773109243697,0,1,0,0,0,0,2,0,0,0,2,0,6,1,12,1,0,0
"x1633",147756,127.437,37.7533,"4",4.20493230174081,4.20493230174081,0,0,0,0,0,0,2,0,0,0,1,0,6,1,7,1,0,0
"x1634",83920,127.5078,37.8401,"1",0.948679245283019,0.948679245283019,0,7,5,0,4,9,1,0,1,0,8,3,4,12,86,2,3,3
"x1635",83904,127.5078,37.8401,"1",5.85,5.85,0,7,5,0,4,9,1,0,1,0,8,3,4,12,86,2,3,3
"x1636",83905,127.5078,37.8401,"1",2.66,2.66,0,7,5,0,4,9,1,0,1,0,8,3,4,12,86,2,3,3
"x1637",83906,127.508,37.8401,"1",2.96,2.96,0,7,5,0,4,9,1,0,1,0,8,3,4,12,85,2,3,3
"x1638",83907,127.5081,37.8401,"1",5.85,5.85,0,7,5,0,4,8,1,0,1,0,8,3,4,12,85,2,3,3
"x1639",83917,127.5095,37.84,"3",1.38307692307692,1.38307692307692,0,7,5,0,4,8,1,0,1,0,9,3,4,9,90,2,3,3
"x1640",83912,127.5094,37.8401,"2",8.37558762886598,8.37558762886598,0,7,5,0,4,8,1,0,1,0,8,3,4,10,89,2,3,3
"x1641",83913,127.5082,37.8401,"1",8.72,8.72,0,7,5,0,4,8,1,0,1,0,8,3,4,12,85,2,3,3
"x1642",83909,127.5085,37.8401,"1",2.96,2.96,0,7,5,0,4,7,1,0,1,0,8,3,4,12,87,2,3,3
"x1643",83908,127.5084,37.8401,"1",5.85,5.85,0,7,5,0,4,7,1,0,1,0,8,3,4,12,86,2,3,3
"x1644",83910,127.5085,37.8401,"1",0.91,0.91,0,7,5,0,4,7,1,0,1,0,8,3,4,12,87,2,3,3
"x1645",83921,127.5081,37.8401,"1",2.05724770642202,2.05724770642202,0,7,5,0,4,8,1,0,1,0,8,3,4,12,85,2,3,3
"x1646",144944,127.359,37.8092,"1",4.4,4.4,0,1,3,0,0,0,2,0,1,1,5,2,2,3,25,0,0,0
"x1647",85018,127.4957,37.9136,"4",0.745,0.745,0,0,0,0,0,1,0,0,0,0,0,0,4,7,2,0,0,0
"x1648",85020,127.4812,37.9461,"4",1.64999150617532,1.64999150617532,0,0,0,0,0,0,0,0,0,0,0,0,5,22,2,0,0,0
"x1649",144943,127.3592,37.8094,"1",4.4,4.4,0,1,3,0,0,0,2,0,1,1,5,2,2,3,25,0,0,0
"x1650",145002,127.3586,37.8096,"1",1.5,1.5,0,2,3,0,0,0,2,0,1,1,5,3,2,3,27,0,0,0
"x1651",83865,127.4339,37.7463,"4",0.66,0.66,0,1,0,0,0,1,2,0,0,0,2,0,4,4,17,3,1,0
"x1652",83866,127.4335,37.7457,"3",1.9,1.9,0,1,0,0,0,2,2,0,0,0,3,0,4,4,19,3,1,0
"x1653",83867,127.4333,37.7451,"1",0.679411764705882,0.679411764705882,0,1,0,1,0,3,2,0,0,0,4,3,3,4,21,3,1,0
