"category","longitude","latitude","SW8","PNU","PNILP","PAREA","JIMOK","SPFC1","SPFC2","LAND_USE","GEO_HL","GEO_FORM","ROAD_SIDE","MT1","CS2","PS3","SC4","AC5","PK6","OL7","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
"public",127.0476808,37.8225045,1,4163011600104770048,812900,40,8,16,0,160,2,4,8,3,18,31,5,24,5,3,9,0,41,4,6,4,259,23,21,11
"public",127.0689254,37.8378282,1,4163011000102060032,2063000,2129.5,8,14,0,220,2,4,5,2,26,50,8,36,10,4,8,0,62,5,3,1,402,30,25,12
"public",126.85433,37.64493,0,4128110600100340224,1074000,2071,8,13,0,160,2,7,7,0,1,0,0,0,0,2,0,0,2,2,5,1,52,1,0,0
"social",127.5145811,37.8236802,0,4.18203e+18,573300,189,8,14,0,310,2,4,7,3,14,7,2,19,23,2,7,1,28,6,4,21,239,20,15,8
"social",127.5095046,37.8238952,0,4.18203e+18,285500,1374,2,14,0,150,3,7,4,3,15,8,3,21,24,2,7,1,31,6,2,20,246,22,17,8
"social",127.5050792,37.7421589,0,4.18203e+18,112600,397,8,64,0,160,3,7,8,0,0,0,0,0,0,0,0,1,1,0,5,31,10,3,0,0
"social",127.5096356,37.8312874,0,4.18203e+18,656400,8916,8,14,0,240,2,7,5,2,17,10,2,21,26,1,6,1,24,5,3,20,289,18,18,10
"social",127.5106021,37.8335018,0,4.18203e+18,601300,3437,8,14,0,310,2,2,7,2,13,10,2,21,21,1,6,0,19,4,5,18,255,11,15,9
"social",127.5107487,37.8329313,0,4.18203e+18,607500,413,8,14,0,220,2,2,7,2,16,10,2,21,24,1,6,1,19,5,6,17,271,13,15,9
"social",127.5107487,37.8329313,0,4.18203e+18,607500,413,8,14,0,220,2,2,7,2,16,10,2,21,24,1,6,1,19,5,6,17,271,13,15,9
"social",127.5115947,37.8331407,0,4.18203e+18,597000,402,8,14,0,210,2,4,7,2,16,10,2,21,23,1,6,0,19,5,5,18,270,14,15,9
"social",127.5108932,37.8357777,0,4.18203e+18,556300,495,28,14,0,310,2,3,6,2,12,8,2,19,16,1,4,0,18,3,5,15,207,10,13,9
"social",127.5108932,37.8357777,0,4.18203e+18,169600,2431,8,43,0,160,3,7,8,2,12,8,2,19,16,1,4,0,18,3,5,15,207,10,13,9
"social",127.5081111,37.7809316,0,4.18203e+18,56700,579,8,64,0,110,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"social",127.3036548,37.8409488,0,4.18203e+18,71700,8731,8,64,0,160,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"social",127.3042674,37.8267575,0,4.18203e+18,105900,413,8,64,0,210,2,8,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0
"social",127.5304945,37.6159231,0,4.18203e+18,100500,2486,8,64,0,160,2,7,8,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
"social",127.4720052,37.68067,0,4.18203e+18,218400,349,8,64,0,210,3,7,8,0,0,0,0,0,0,1,0,0,10,0,3,18,27,0,0,0
"social",127.4885879,37.7272993,0,4.18203e+18,181700,5771,8,64,0,160,3,7,8,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
"social",127.3881466,37.6642519,0,4.18203e+18,279400,995,8,64,0,210,3,7,8,0,0,0,0,0,0,1,0,0,3,0,3,14,11,5,1,0
"social",126.8642736,37.7116496,0,4.12811e+18,513500,2742,8,64,0,160,3,7,8,0,4,8,0,2,0,2,1,1,10,0,4,2,52,1,1,0
"social",126.8642736,37.7116496,0,4.12811e+18,676500,3351,8,64,0,160,2,7,7,0,4,8,0,2,0,2,1,1,10,0,4,2,52,1,1,0
"social",126.8380965,37.6563508,1,4.12811e+18,2803000,922,8,14,0,240,2,4,6,0,37,61,5,81,25,4,20,12,117,11,4,36,731,66,56,25
"social",126.8509518,37.6375468,0,4.12811e+18,855000,248,8,44,0,160,2,7,8,0,1,1,0,0,0,1,0,1,2,2,5,1,49,2,0,0
"social",126.8637908,37.6361932,0,4.12811e+18,1750000,41164.9,8,15,0,150,2,4,5,1,5,7,2,8,0,3,1,0,13,0,2,0,56,12,12,3
"social",126.8321442,37.6569659,0,4.12811e+18,2263000,1221.8,8,22,0,210,2,4,4,0,37,57,2,82,23,3,20,11,119,11,1,36,735,67,56,25
"social",126.8310497,37.6578365,0,4.12811e+18,1758000,3008.5,8,14,0,240,2,7,7,0,34,55,2,77,19,3,20,8,112,9,2,36,722,62,56,25
"social",126.8297809,37.6258678,0,4.12811e+18,137100,116394,22,43,14,930,2,7,8,5,46,125,14,241,21,8,32,2,144,16,1,12,925,96,118,49
"social",126.8332252,37.6157552,1,4.12811e+18,1849000,3988,8,14,0,150,2,8,5,4,30,86,13,149,15,2,16,1,97,14,1,5,651,57,69,34
"social",126.8243611,37.6423568,0,4.12811e+18,4593000,1560,8,22,0,210,2,2,2,0,15,28,6,61,4,1,15,0,39,5,4,2,282,29,12,5
"social",126.8243611,37.6423568,0,4.12811e+18,1353000,7574.3,28,43,0,160,2,4,1,0,15,28,6,61,4,1,15,0,39,5,4,2,282,29,12,5
"social",126.8365278,37.648348,1,4.12811e+18,1353000,7574.3,28,43,0,160,2,4,1,1,22,52,5,51,19,4,14,10,65,10,3,8,499,39,52,22
"social",126.77615,37.6559792,2,4.12851e+18,5470000,17343.5,8,21,0,220,2,2,2,3,63,19,4,187,48,0,49,23,130,9,2,8,1267,268,128,33
"social",126.77615,37.6559792,2,4.12851e+18,5470000,17343.5,8,21,0,220,2,2,2,3,63,19,4,187,48,0,49,23,130,9,2,8,1267,268,128,33
"social",126.8153516,37.710645,0,4.12851e+18,408000,1909,8,64,0,160,2,7,8,1,5,1,1,1,1,3,1,0,12,0,1,0,36,2,0,0
"social",126.7829239,37.650783,2,4.12851e+18,2481000,37702.1,8,14,0,140,2,1,2,2,49,62,12,353,27,2,44,3,135,12,0,8,1032,171,129,43
"social",126.8153516,37.710645,0,4.12851e+18,408700,598,8,64,0,110,2,7,8,1,5,1,1,1,1,3,1,0,12,0,1,0,36,2,0,0
"social",126.8193599,37.6835656,0,4.12851e+18,711200,502,8,64,0,410,2,7,8,0,9,16,4,27,2,1,5,0,22,1,2,0,142,34,13,4
"social",126.766953,37.6665641,2,4.12851e+18,4070000,1549.8,8,21,0,210,2,2,2,2,69,69,9,230,31,0,52,16,199,10,3,9,1361,271,146,46
"social",126.7634563,37.6577996,1,4.12851e+18,297600,851810.5,22,43,0,930,2,4,5,1,68,5,2,79,35,1,30,22,157,5,4,10,1500,288,74,21
"social",126.7856685,37.6888358,0,4.12851e+18,883900,2384,8,43,0,240,2,4,8,1,24,40,7,63,14,3,11,0,51,6,6,2,432,57,43,16
"social",126.8153516,37.710645,0,4.12851e+18,883900,2384,8,43,0,240,2,4,8,1,5,1,1,1,1,3,1,0,12,0,1,0,36,2,0,0
"social",126.7503829,37.6799001,1,4.12871e+18,2340000,750.1,8,14,0,230,2,3,4,4,34,57,7,70,37,2,20,4,95,7,0,16,565,84,53,26
"social",126.7757877,37.6844746,1,4.12871e+18,2668000,3131.2,8,15,0,160,2,3,5,2,46,105,12,135,27,4,27,3,113,13,3,15,729,85,68,31
"social",126.7686878,37.6843796,1,4.12871e+18,3257000,3787,8,22,0,240,2,4,2,6,49,135,12,322,20,5,35,3,165,10,0,18,912,99,112,42
"social",126.7653611,37.6895265,2,4.12871e+18,1580000,1922,8,14,0,160,2,7,9,6,39,117,11,115,27,8,31,6,135,8,1,25,807,99,65,29
"social",126.8153516,37.710645,0,4.12871e+18,2425000,44916.1,8,15,0,140,2,1,2,1,5,1,1,1,1,3,1,0,12,0,1,0,36,2,0,0
"social",126.8642736,37.7116496,0,4.12871e+18,1940000,14132.3,8,16,0,310,2,2,2,0,4,8,0,2,0,2,1,1,10,0,4,2,52,1,1,0
"social",126.7648528,37.7031209,0,4.12871e+18,1339000,9594,8,14,0,160,2,4,4,4,10,48,7,29,9,4,11,2,42,0,0,0,176,28,16,6
"social",126.7699179,37.6938803,1,4.12871e+18,1450000,207.7,8,13,0,310,2,1,6,7,39,122,11,138,26,5,26,4,117,8,1,17,783,90,74,28
"social",127.0043055,37.4280748,2,4.12901e+18,3097000,3215,8,13,0,160,3,4,7,1,6,26,5,44,13,1,5,5,34,3,4,0,85,22,17,9
"social",127.0009083,37.4264438,2,4.12901e+18,2485000,8331,8,44,0,160,2,4,7,2,14,33,5,97,20,2,17,5,80,9,1,4,315,67,53,20
"social",127.0019781,37.4287776,2,4.12901e+18,3428000,6434,8,43,0,160,2,1,7,2,13,28,5,89,21,2,13,5,61,9,1,4,305,58,49,18
"social",127.0019781,37.4287776,2,4.12901e+18,3428000,6434,8,43,0,160,2,1,7,2,13,28,5,89,21,2,13,5,61,9,1,4,305,58,49,18
"social",126.9962498,37.4303091,2,4.12901e+18,6562000,2751.1,8,22,0,210,2,2,7,2,13,40,10,93,31,2,16,9,70,33,1,4,325,62,50,20
"social",126.9919456,37.426885,2,4.12901e+18,6562000,2751.1,8,22,0,210,2,2,7,3,13,35,9,95,30,1,21,7,88,34,2,4,329,68,57,26
"social",126.9962498,37.4303091,2,4.12901e+18,6562000,2751.1,8,22,0,210,2,2,7,2,13,40,10,93,31,2,16,9,70,33,1,4,325,62,50,20
"social",126.9962498,37.4303091,2,4.12901e+18,6562000,2751.1,8,22,0,210,2,2,7,2,13,40,10,93,31,2,16,9,70,33,1,4,325,62,50,20
"social",126.9977748,37.4339132,2,4.12901e+18,5019000,249.8,8,15,0,220,2,2,5,2,12,27,8,78,27,2,13,15,48,27,1,4,303,54,47,17
"social",126.9867943,37.4302021,2,4.12901e+18,2775000,24132.8,8,14,0,160,2,3,5,1,11,22,9,75,29,1,18,4,52,30,3,4,295,56,47,17
"social",126.9867943,37.4302021,2,4.12901e+18,2775000,24132.8,8,14,0,160,2,3,5,1,11,22,9,75,29,1,18,4,52,30,3,4,295,56,47,17
"social",126.9872559,37.4324977,2,4.12901e+18,2557000,2914,8,43,0,160,3,7,6,2,10,19,7,67,28,1,18,4,37,27,4,4,286,53,48,18
"social",126.8503991,37.4808471,1,4.12101e+18,3047000,1953.1,8,14,16,240,2,4,2,2,50,89,6,133,41,2,27,1,211,11,3,51,1287,105,123,46
"social",126.8468195,37.4787341,1,4.12101e+18,1837000,980,8,14,0,160,2,4,7,2,39,89,9,111,36,2,22,1,167,8,3,34,1027,78,104,37
"social",126.8511865,37.471658,1,4.12101e+18,1901000,157,8,14,0,110,2,1,8,1,32,75,9,107,42,4,27,1,156,9,1,18,908,76,104,36
"social",126.8849046,37.4521267,1,4.12101e+18,2041000,2157.1,8,14,0,160,2,5,1,4,17,70,9,81,15,2,13,0,75,6,0,0,297,37,45,16
"social",126.8654885,37.48301,1,4.12101e+18,1672000,502.6,8,14,0,160,2,4,8,2,47,97,11,175,38,6,38,5,180,16,4,35,1209,110,130,39
"social",126.8645715,37.4775399,2,4.12101e+18,5173000,49069.9,8,22,0,330,2,7,2,2,51,110,11,207,41,2,38,4,203,16,4,32,1198,113,184,49
"social",126.8832081,37.4600178,1,4.12101e+18,2985000,660.1,8,14,0,160,2,2,4,4,26,112,10,202,20,3,17,1,112,10,1,7,564,51,76,24
"social",126.8837296,37.4590723,2,4.12101e+18,2774000,63735.9,8,14,0,140,2,7,5,5,24,105,10,203,19,2,18,1,106,9,1,7,557,47,74,23
"social",126.8783776,37.4557691,0,4.12101e+18,1446000,7025,8,44,0,160,2,7,1,4,23,83,8,179,19,4,13,1,92,8,0,7,480,38,74,24
"social",126.8783776,37.4557691,0,4.12101e+18,1446000,7025,8,44,0,160,2,7,1,4,23,83,8,179,19,4,13,1,92,8,0,7,480,38,74,24
"social",126.8781663,37.4554118,0,4.12101e+18,1446000,7025,8,44,0,160,2,7,1,4,25,78,8,190,19,4,14,1,92,8,0,7,490,41,77,25
"social",126.8781663,37.4554118,0,4.12101e+18,1446000,7025,8,44,0,160,2,7,1,4,25,78,8,190,19,4,14,1,92,8,0,7,490,41,77,25
"social",127.2507207,37.4164326,0,4.16101e+18,2305000,2338,8,13,0,240,2,4,5,1,28,40,6,90,24,4,7,1,86,5,3,11,559,63,31,15
"social",127.2507207,37.4164326,0,4.16101e+18,2305000,2338,8,13,0,240,2,4,5,1,28,40,6,90,24,4,7,1,86,5,3,11,559,63,31,15
"social",127.1509504,37.2459396,0,4.16101e+18,2305000,2338,8,13,0,240,2,4,5,0,0,1,0,0,4,2,0,0,1,0,3,1,8,1,5,0
"social",127.3209481,37.3118402,0,4.16103e+18,173800,72115,25,64,0,110,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"social",127.2564041,37.4174836,0,4.16101e+18,2940000,10515,8,13,0,240,2,4,5,2,32,40,7,96,31,5,12,0,83,6,3,21,618,70,59,21
"social",127.2549434,37.4292477,0,4.16101e+18,801200,78118,8,43,0,160,2,7,2,0,4,17,0,2,7,7,3,3,20,3,5,2,65,6,1,1
"social",127.2498976,37.4168606,0,4.16101e+18,2281000,2173,8,13,0,240,2,4,4,1,24,41,6,79,18,5,7,1,81,5,3,9,493,54,24,11
"social",127.3925038,37.3780488,0,4.16101e+18,315800,10382,8,64,0,160,3,7,8,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0
"social",127.2257594,37.413692,0,4.16101e+18,315800,10382,8,64,0,160,3,7,8,1,2,2,0,3,0,1,0,0,1,0,0,0,5,1,1,0
"social",127.2077276,37.3998581,0,4.16101e+18,427000,7719,25,64,0,160,3,7,8,0,1,1,0,0,1,2,0,0,6,0,1,0,20,1,1,1
"social",127.3543237,37.4731879,0,4.16103e+18,296000,1358,8,64,0,110,3,7,8,0,0,0,0,0,0,1,0,0,1,0,0,2,12,1,0,0
"social",127.3216376,37.442917,0,4.16103e+18,277200,1515,8,64,0,110,2,7,9,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0
"social",127.1186434,37.6346507,1,4.13101e+18,10800,40,5,44,0,910,3,4,12,1,9,2,4,4,2,5,1,0,45,1,2,0,68,9,14,3
"social",127.1322883,37.5915609,0,4.13101e+18,409200,620,5,14,0,910,2,8,8,1,34,55,12,177,26,2,19,5,126,14,3,38,772,71,68,28
"social",127.1440396,37.6009849,1,4.13101e+18,2127000,280.6,8,13,0,210,2,4,9,0,61,76,6,177,32,3,28,5,240,7,3,81,1839,142,151,54
"social",127.1410065,37.5914519,0,4.13101e+18,3494000,1000.1,8,16,0,240,2,3,7,1,63,77,14,236,27,5,23,2,232,8,3,71,1729,131,121,48
"social",127.1305109,37.6049514,0,4.13101e+18,1304000,556,8,13,0,160,3,7,6,1,36,58,5,167,22,5,13,2,129,5,0,38,834,94,88,36
"social",127.1417982,37.6037951,1,4.13101e+18,2534000,2983.6,8,16,0,240,2,3,4,2,62,87,8,197,42,4,37,5,218,6,3,81,1796,158,167,59
"social",127.1450796,37.6047354,1,4.13101e+18,2070000,3323.3,8,14,0,160,2,4,5,2,52,72,8,178,37,5,35,4,187,6,3,65,1569,144,159,49
"social",127.1450796,37.6047354,1,4.13101e+18,2070000,3323.3,8,14,0,160,2,4,5,2,52,72,8,178,37,5,35,4,187,6,3,65,1569,144,159,49
"social",127.1464824,37.589229,0,4.13101e+18,1900000,3850.3,8,14,0,160,2,4,7,1,39,64,10,186,13,4,15,2,164,6,0,2,850,63,80,33
"social",126.9341254,37.363002,1,4.14101e+18,313500,38371.7,22,43,0,930,3,7,2,4,39,121,11,242,61,3,43,9,168,20,4,21,1034,127,159,52
"social",126.9348945,37.3614166,1,4.14101e+18,2948000,40001,8,22,0,240,2,4,2,4,38,124,13,233,61,2,38,8,161,18,6,21,955,121,138,46
"social",126.9347604,37.3598223,1,4.14101e+18,2834000,2597.6,8,22,0,220,2,3,4,4,34,114,16,223,59,2,36,7,145,15,5,21,883,116,130,42
"social",126.9342316,37.3580014,1,4.14101e+18,4695000,698.3,8,22,0,210,2,4,2,4,35,100,14,202,55,2,33,6,125,17,4,18,810,110,127,41
"social",126.949841,37.3595502,1,4.14101e+18,3019000,689.4,8,16,0,210,2,3,3,1,29,29,3,24,48,3,13,0,108,6,0,27,547,35,24,19
"social",126.9474021,37.345313,2,4.14101e+18,2393000,3408.3,8,15,0,160,2,4,2,3,28,66,9,101,37,2,16,4,122,4,1,15,612,71,54,21
"social",126.9181559,37.319923,1,4.14101e+18,844300,849,8,44,0,310,2,7,8,0,2,3,0,2,1,4,0,0,9,1,2,1,49,6,2,1
"social",126.9254135,37.333049,1,4.14101e+18,1211000,7571,8,44,0,160,2,7,2,0,5,10,1,12,7,5,1,0,20,2,4,0,99,21,7,2
"social",126.9254135,37.333049,1,4.14101e+18,1211000,7571,8,44,0,160,2,7,2,0,5,10,1,12,7,5,1,0,20,2,4,0,99,21,7,2
"social",126.9422848,37.379504,3,4.14101e+18,2459000,4832.9,8,23,0,230,2,7,2,0,37,48,5,70,39,13,14,1,85,7,1,11,525,48,32,13
"social",126.9422848,37.379504,3,4.14101e+18,1990000,52168.3,8,15,0,140,2,7,2,0,37,48,5,70,39,13,14,1,85,7,1,11,526,48,32,13
"social",126.9330333,37.3599469,1,4.14101e+18,4860000,1037,8,21,0,210,2,1,2,5,33,113,14,237,52,2,38,9,136,17,4,20,846,118,135,44
"social",126.9325366,37.3599466,1,4.14101e+18,4590000,487.6,8,21,0,210,2,2,5,5,31,118,14,239,49,2,38,9,135,17,4,18,840,119,135,44
"social",126.9410287,37.375525,2,4.14101e+18,2847000,388.9,8,14,0,240,2,2,3,0,34,51,6,81,36,11,20,1,89,5,2,32,617,43,49,19
"social",126.6963316,37.6388321,0,4.15701e+18,572800,2591,8,43,0,430,2,3,8,0,2,11,1,3,3,1,1,0,6,0,2,1,11,1,0,0
"social",126.7046738,37.6375356,0,4.15701e+18,204600,107020.2,22,43,0,930,0,0,0,1,6,11,2,20,8,3,2,2,14,1,0,0,55,11,6,4
"social",126.5743581,37.6423353,0,4.15703e+18,351000,675,8,43,0,160,2,4,8,0,6,0,0,0,0,4,0,0,5,0,0,0,39,1,0,0
"social",126.59626,37.6567922,0,4.15703e+18,448400,506,8,43,0,330,2,4,6,1,7,0,0,0,0,3,5,0,22,0,0,0,77,2,0,0
"social",126.6978001,37.6343581,0,4.15701e+18,1514000,6066,8,13,22,220,3,7,6,1,8,18,2,39,7,2,2,1,28,0,2,0,152,11,9,3
"social",126.710608,37.6270476,0,4.15701e+18,1589000,614,8,22,13,210,2,4,9,2,22,38,9,64,17,5,9,1,62,3,0,16,612,31,30,13
"social",126.7225772,37.6221934,0,4.15701e+18,1827000,1329,8,13,0,160,2,4,5,0,24,33,6,133,31,1,15,3,58,15,2,6,578,60,51,15
"social",126.7267925,37.6217619,0,4.15701e+18,1827000,1329,8,13,0,160,2,4,5,0,17,24,5,120,21,1,10,3,34,5,2,1,353,39,45,12
"social",126.7229478,37.6237336,0,4.15701e+18,2445000,3503.8,8,13,0,220,2,4,2,0,22,31,4,130,26,1,14,3,53,5,1,5,547,52,51,15
"social",126.7229478,37.6237336,0,4.15701e+18,2445000,3503.8,8,13,0,220,2,4,2,0,22,31,4,130,26,1,14,3,53,5,1,5,547,52,51,15
"social",126.7222686,37.6229405,0,4.15701e+18,2445000,1470.8,28,13,0,240,2,4,2,0,24,33,6,133,30,1,15,3,57,5,1,6,582,58,51,15
"social",126.619779,37.6206881,0,4.15703e+18,839000,1651.7,8,33,0,240,2,4,4,0,8,8,1,2,2,0,4,0,10,0,5,0,66,5,3,1
"social",126.5466724,37.7302821,0,4.15704e+18,8900,147603,5,71,81,720,4,7,10,0,0,1,0,0,2,0,0,0,0,0,3,1,13,1,0,0
"social",126.6802549,37.641393,0,4.15701e+18,1333000,13453.6,8,14,0,160,2,7,5,1,18,38,6,49,8,0,6,0,59,3,0,2,425,63,29,7
"social",126.6002947,37.6986827,0,4.15703e+18,957900,1682.3,8,14,0,150,2,4,7,2,7,14,2,13,6,1,4,0,7,3,0,9,228,13,13,6
"social",127.2179956,37.6366154,1,4.13601e+18,1319000,20286,8,14,0,160,3,4,3,2,5,13,3,22,5,3,6,1,29,5,0,1,157,16,19,8
"social",127.2179956,37.6366154,1,4.13601e+18,1319000,20286,8,14,0,160,3,4,3,2,5,13,3,22,5,3,6,1,29,5,0,1,157,16,19,8
"social",127.2003626,37.6268389,0,4.13601e+18,1396000,616,1,13,0,160,2,7,1,0,7,9,1,11,5,4,1,2,21,3,1,2,119,6,4,3
"social",127.2024124,37.6272549,0,4.13601e+18,1760000,1017.4,8,22,0,210,2,2,5,0,8,11,1,16,5,3,1,2,26,4,1,2,148,11,10,5
"social",127.2902979,37.7685193,0,4.13603e+18,116600,9548,8,64,0,160,3,7,8,0,0,0,0,0,1,0,0,0,0,0,0,6,2,0,1,0
"social",127.2780327,37.7388442,0,4.13603e+18,126700,19740,8,64,0,160,3,4,8,0,0,0,0,0,0,0,0,0,0,0,1,7,9,0,0,0
"social",127.3204294,37.7097179,0,4.13603e+18,226600,2761,8,13,0,160,3,4,8,1,2,1,2,2,4,2,1,0,20,3,4,3,47,3,4,2
"social",127.3347048,37.7092101,0,4.13603e+18,160800,1530,8,64,0,160,3,4,8,1,0,0,1,1,0,0,0,0,8,2,0,3,7,0,3,1
"social",127.315656,37.7207403,0,4.13603e+18,140000,6230,1,64,0,510,2,7,9,0,2,0,0,0,1,1,1,1,12,0,3,15,28,3,0,0
"social",127.2490109,37.5908437,0,4.13603e+18,2178000,9830,17,14,0,160,2,7,7,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0
"social",127.2490109,37.5908437,0,4.13603e+18,2178000,9830,17,14,0,160,2,7,7,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0
"social",127.1781173,37.6089356,0,4.13601e+18,718600,9362,8,44,0,530,2,7,6,0,0,4,0,2,10,1,0,3,22,6,1,0,22,2,0,0
"social",127.1971419,37.6733343,0,4.13603e+18,570000,1439,8,13,0,160,2,7,4,0,4,1,1,3,0,5,0,0,10,0,2,0,39,1,0,0
"social",127.1797091,37.6639646,0,4.13603e+18,988800,3244,8,16,0,160,2,7,8,1,11,31,2,27,3,5,4,0,37,0,3,2,192,11,13,10
"social",127.1844692,37.6593354,0,4.13603e+18,988800,3244,8,16,0,160,2,7,8,1,12,32,4,29,4,1,5,0,38,1,3,2,197,11,14,11
"social",127.1886233,37.7112923,0,4.13603e+18,484000,19860.8,28,43,0,990,2,4,8,2,23,28,3,57,9,2,13,1,48,1,1,6,359,31,46,20
"social",127.2016904,37.7424213,0,4.13603e+18,159700,108852.4,22,43,0,930,0,0,0,2,8,20,3,13,6,2,3,0,29,0,0,3,126,11,7,3
"social",127.2016904,37.7424213,0,4.13603e+18,1227000,8367,8,13,0,220,2,7,6,2,8,20,3,13,6,2,3,0,29,0,0,3,126,11,7,3
"social",127.2016904,37.7424213,0,4.13603e+18,1227000,8367,8,13,0,220,2,7,6,2,8,20,3,13,6,2,3,0,29,0,0,3,126,11,7,3
"social",127.2032997,37.7501848,0,4.13603e+18,317900,676,8,64,0,160,2,7,8,2,5,10,1,8,4,3,0,0,20,0,1,2,106,8,5,2
"social",127.2431672,37.6502749,1,4.13601e+18,2489000,4780,8,14,0,210,2,1,6,4,33,84,6,141,9,2,16,1,108,6,1,4,697,85,73,21
"social",127.2369206,37.6493594,1,4.13601e+18,2560000,2108,8,16,0,240,2,7,1,3,31,73,7,136,10,2,16,1,94,3,2,5,552,75,70,20
"social",127.3635956,37.6660864,0,4.13603e+18,275500,477,8,64,0,160,3,7,8,0,2,0,0,1,0,3,0,0,1,0,1,5,31,3,0,0
"social",127.2821625,37.6542524,1,4.13603e+18,418400,2173,8,13,0,160,3,7,6,0,12,18,3,11,0,3,5,0,43,0,0,2,133,10,6,2
"social",127.3089378,37.6523525,1,4.13603e+18,994000,1742,8,16,0,950,2,7,6,6,26,25,8,78,11,2,20,1,70,5,2,5,573,60,57,24
"social",127.306422,37.6592018,1,4.13603e+18,1452000,1005,8,16,0,160,2,7,6,2,25,31,6,67,11,1,16,0,66,4,1,5,505,58,53,20
"social",127.306422,37.6592018,1,4.13603e+18,1452000,1005,8,16,0,160,2,7,6,2,25,31,6,67,11,1,16,0,66,4,1,5,505,58,53,20
"social",127.3304942,37.6491457,0,4.13603e+18,462400,1455,8,13,0,160,3,7,8,1,5,4,2,3,0,4,1,2,6,0,3,2,34,0,1,1
"social",127.0604816,37.9154928,1,4.12501e+18,477000,397,8,14,0,160,2,4,6,0,9,18,5,11,18,1,3,2,33,2,3,9,175,13,8,10
"social",127.0479217,37.9071016,1,4.12501e+18,563500,4769,8,14,0,160,2,4,4,1,20,10,1,15,34,3,8,8,56,6,1,31,530,29,38,29
"social",127.0479217,37.9071016,1,4.12501e+18,563500,4769,8,14,0,160,2,4,4,1,20,10,1,15,34,3,8,8,56,6,1,31,530,29,38,29
"social",127.044396,37.9058866,0,4.12501e+18,592200,1595,8,14,0,160,2,4,5,1,17,11,2,7,26,3,7,7,32,6,0,21,419,20,30,17
"social",127.0606995,37.9033841,1,4.12501e+18,596900,15245,8,14,0,160,2,7,5,1,32,41,8,25,48,2,11,7,85,4,2,29,655,34,39,30
"social",127.0561185,37.905026,1,4.12501e+18,996100,1772,8,16,0,240,2,2,7,1,30,34,9,24,51,3,9,8,92,5,3,34,679,35,39,31
"social",127.0517169,37.8966114,2,4.12501e+18,911800,3295.1,8,15,0,160,2,4,4,1,49,66,7,90,32,4,16,4,119,4,0,19,792,57,61,31
"social",127.0517169,37.8966114,2,4.12501e+18,911800,3295.1,8,15,0,160,2,4,4,1,49,66,7,90,32,4,16,4,119,4,0,19,792,57,61,31
"social",127.0607006,37.8988451,2,4.12501e+18,532700,2314,8,14,0,160,3,7,6,1,44,49,9,51,30,1,19,3,105,3,1,18,640,49,51,28
"social",126.7918251,37.4801804,2,4.11901e+18,1550000,152,8,14,0,160,2,7,11,1,59,50,8,90,33,3,27,5,217,6,4,80,998,108,72,41
"social",126.799948,37.480047,1,4.11901e+18,2062000,13973.8,8,14,0,160,2,4,5,1,42,84,11,128,24,5,25,5,171,9,3,14,845,88,58,39
"social",126.7789413,37.4823461,1,4.11901e+18,2610000,1053.8,8,14,0,240,2,7,6,5,98,59,6,112,44,2,37,13,306,13,3,137,1757,198,117,47
"social",126.7786283,37.477372,1,4.11901e+18,1315000,203,8,14,0,160,2,8,6,4,52,43,7,57,22,1,17,8,163,8,6,70,884,96,84,32
"social",126.7822988,37.4824875,1,4.11901e+18,3504000,149.8,8,22,0,210,2,4,4,5,98,57,8,102,46,2,34,13,314,11,4,142,1816,216,121,52
"social",127.1109874,37.3539534,2,4.11351e+18,3665000,46318.5,8,15,0,140,2,4,2,6,40,56,11,291,21,4,37,11,129,5,5,1,837,165,123,34
"social",127.1055796,37.352895,2,4.11351e+18,6803000,3600,8,21,0,210,2,3,2,4,38,39,6,247,17,2,31,9,111,4,3,1,707,133,110,31
"social",127.1104424,37.3912018,1,4.11351e+18,4176000,6612,8,15,0,150,2,4,4,3,21,26,9,36,16,4,25,4,96,4,7,1,387,134,51,13
"social",127.119569,37.3854176,2,4.11351e+18,6421000,1024.1,8,21,0,220,2,1,5,3,47,37,9,227,32,3,69,4,160,6,5,14,1007,261,154,41
"social",127.1410978,37.4077214,0,4.11351e+18,3200000,19405,8,14,0,140,2,4,2,1,14,45,6,81,14,2,8,2,72,4,2,1,335,40,9,8
"social",127.1263829,37.416072,2,4.11351e+18,2843000,1490.4,8,13,0,160,2,7,2,3,39,45,5,88,23,4,32,7,104,10,3,5,828,118,101,43
"social",127.1246805,37.4110752,1,4.11351e+18,6541000,2991.8,8,21,0,240,2,4,5,3,40,54,6,187,22,1,36,8,134,10,2,5,883,115,108,44
